c_title	c_upload_time	c_duration	c_description	c_media_id	c_title_s	c_uploader	
王者荣耀德古拉解说：韩跳跳实力玩辅助也能开天辟地！	2017-03-28 00:00:00	14:35	本期德古拉为大家带来王者局韩信实战攻略，网络卡经济没起来就走半肉，开团小助手，辅助好利器！	i03888ypwg9	王者荣耀德古拉解说：韩跳跳实力玩辅助也能开天辟地！	德古拉Dracula	
王者荣耀德古拉解说：左手李白王者局一人我饮酒醉！	2017-03-28 00:00:00	16:53	本期德古拉为大家带来王者局李白实战攻略，优势变劣势仅在一波团，求安慰求抱抱！	h0388oeg5ln	王者荣耀德古拉解说：左手李白王者局一人我饮酒醉！	德古拉Dracula	
王者荣耀德古拉解说：宫本武藏大乱斗出刀必见血！	2017-03-28 00:00:00	07:08	本期德古拉为大家带来英雄宫本武藏大乱斗模式第一视角视频，见缝插刀，毙命于无形！	k03887k42ou	王者荣耀德古拉解说：宫本武藏大乱斗出刀必见血！	德古拉Dracula	
王者荣耀德古拉解说：兰陵王火焰山死也要死的帅气逼人！	2017-03-28 00:00:00	06:34	本期德古拉为大家带来英雄兰陵王火焰山模式第一视角视频，死亡也要挂的霸气绝伦，帅死！	j0388k9jhfm	王者荣耀德古拉解说：兰陵王火焰山死也要死的帅气逼人！	德古拉Dracula	
王者荣耀德古拉解说：貂蝉大乱斗塔下各种秀强杀！	2017-03-28 00:00:00	09:51	本期德古拉为大家带来英雄貂蝉大乱斗模式第一视角视频，秀操作就是要极限走位，越塔拼伤害，这样才刺激！	t0388ovme8m	王者荣耀德古拉解说：貂蝉大乱斗塔下各种秀强杀！	德古拉Dracula	
王者荣耀德古拉解说：荆轲火焰山疯狂收割如割草！	2017-03-28 00:00:00	05:37	本期德古拉为大家带来英雄荆轲火焰山模式第一视角视频，收割就要快准狠，看准了就跳大！	t0388bzqzy1	王者荣耀德古拉解说：荆轲火焰山疯狂收割如割草！	德古拉Dracula	
王者荣耀德古拉解说：王昭君火焰山冰火两重天！	2017-03-28 00:00:00	05:53	本期德古拉为大家带来英雄王昭君火焰山模式第一视角视频，极限冰火两重天，平A也能秒人的王昭君！	a0388m2y7kx	王者荣耀德古拉解说：王昭君火焰山冰火两重天！	德古拉Dracula	
王者荣耀德古拉解说：高渐离大乱斗激情摇滚16杀！	2017-03-28 00:00:00	11:59	本期德古拉为大家带来英雄高渐离大乱斗模式第一视角视频，吉他男神奏响人头之歌，1v4完美16杀！	f03882g8b9j	王者荣耀德古拉解说：高渐离大乱斗激情摇滚16杀！	德古拉Dracula	
王者荣耀德古拉解说：虞姬大乱斗腿长活好射的远！	2017-03-28 00:00:00	12:28	本期德古拉为大家带来英雄虞姬大乱斗模式第一视角视频，女箭神实力盲射，擦着谁谁倒霉！	o0388uvk0dl	王者荣耀德古拉解说：虞姬大乱斗腿长活好射的远！	德古拉Dracula	
王者荣耀德古拉解说：达摩火焰山火烧香港脚！	2017-03-28 00:00:00	05:10	本期德古拉为大家带来英雄达摩火焰山模式第一视角视频，神脚达摩火焰山一烤瞬间变成香港脚，火烧火燎！	p0388pewz4z	王者荣耀德古拉解说：达摩火焰山火烧香港脚！	德古拉Dracula	
王者排位日志【113】战场收割机花木兰13杀无解连招！	2017-03-28 00:00:00	15:33	本期德古拉为大家带来王者局花木兰实战攻略，闪现花木兰无解连招，怼在墙上强上的恐惧让敌人无处可逃！	r0388hrx46w	王者排位日志【113】战场收割机花木兰13杀无解连招！	德古拉Dracula	
王者排位日志【112】达摩风骚领跑全场15杀无伤屠戮！	2017-03-28 00:00:00	13:54	本期德古拉为大家带来王者局达摩实战攻略，满血无伤1V2，越塔强杀处处强，带你领略达摩的精彩！	d0388b73x33	王者排位日志【112】达摩风骚领跑全场15杀无伤屠戮！	德古拉Dracula	
王者排位日志【111】逆风娜可露露举鸟就冲全线游走！	2017-03-28 00:00:00	18:08	本期德古拉为大家带来王者娜可露露实战攻略，打野佳人，逆风慢工出细活，一波反打成功拆水晶！	n0388snjdxz	王者排位日志【111】逆风娜可露露举鸟就冲全线游走！	德古拉Dracula	
王者荣耀德古拉解说：无双诸葛亮22杀四连超凡！	2017-03-28 00:00:00	13:17	本期德古拉为大家带来热门英雄诸葛亮5V5匹配模式第一视角视频，全场凯瑞，无双22杀1死，见谁秒谁没毛病！	n0388io13vf	王者荣耀德古拉解说：无双诸葛亮22杀四连超凡！	德古拉Dracula	
王者荣耀德古拉解说：东皇太一很凯瑞，线霸就是我！	2017-03-28 00:00:00	15:06	本期德古拉为大家带来体验服英雄东皇太一5V5匹配模式第一视角视频，第二次玩，全场凯瑞，队友投降，这很强势啊！	j0388v39wim	王者荣耀德古拉解说：东皇太一很凯瑞，线霸就是我！	德古拉Dracula	
王者排位日志【110】花木兰解毒疯狂硬上就是不怂！	2017-03-28 00:00:00	20:00	本期德古拉为大家带来王者局花木兰实战攻略，据说解毒就是要不怂，认准真理就是上！一顿操作猛如虎，抬头一看零杠五！	d0388namp9q	王者排位日志【110】花木兰解毒疯狂硬上就是不怂！	德古拉Dracula	
王者荣耀德古拉解说：女汉纸花木兰的暴走屠戮！	2017-03-28 00:00:00	07:56	本期德古拉为大家带来热门英雄花木兰5V5匹配模式第一视角视频，重剑走起，所向披靡！	f0388kap2i7	王者荣耀德古拉解说：女汉纸花木兰的暴走屠戮！	德古拉Dracula	
王者荣耀德古拉解说：净化露娜没蓝也可以强势起来！	2017-03-27 00:00:00	07:47	本期德古拉为大家带来热门英雄露娜5V5匹配模式第一视角视频，净化露娜没蓝也能打起来！	j0388jd39je	王者荣耀德古拉解说：净化露娜没蓝也可以强势起来！	德古拉Dracula	
王者荣耀德古拉解说：马可波罗火焰山小枪狂射！	2017-03-27 00:00:00	04:28	本期德古拉为大家带来英雄马可波罗火焰山模式第一视角视频，枪法好加上好身法就能火山浪！	t03887u6u6y	王者荣耀德古拉解说：马可波罗火焰山小枪狂射！	德古拉Dracula	
王者荣耀德古拉解说：貂蝉大乱斗漂移式走位秀一脸！	2017-03-27 00:00:00	08:11	本期德古拉为大家带来英雄貂蝉大乱斗模式第一视角视频，带着圣杯一样秀，再也不缺蓝了！	v0388mubcie	王者荣耀德古拉解说：貂蝉大乱斗漂移式走位秀一脸！	德古拉Dracula	
王者荣耀德古拉解说：程咬金大乱斗皮糙肉厚就是抗干！	2017-03-27 00:00:00	13:50	本期德古拉为大家带来英雄程咬金大乱斗模式第一视角视频，打的动就打，打不动，您就可以跑了！	l0388svn694	王者荣耀德古拉解说：程咬金大乱斗皮糙肉厚就是抗干！	德古拉Dracula	
王者荣耀德古拉解说：兰陵王火焰山执着切后排！	2017-03-27 00:00:00	04:34	本期德古拉为大家带来英雄兰陵王火焰山模式第一视角视频，不管什么模式，刺客就要有刺客的信仰！	w0388m9cxuz	王者荣耀德古拉解说：兰陵王火焰山执着切后排！	德古拉Dracula	
王者排位日志【109】右手露娜逆风实力秀！	2017-03-27 00:00:00	20:11	本期德古拉为大家带来王者局露娜实战攻略，逆风你们最爱的露娜就这么来了，没蓝就慢慢发育呗，逮到机会就是上！	o0387nr7q31	王者排位日志【109】右手露娜逆风实力秀！	德古拉Dracula	
王者排位日志【108】曹操牵制流一根筋带一路！	2017-03-27 00:00:00	18:02	本期德古拉为大家带来王者局曹操实战攻略，身板好就是任性冲锋，谁来也不怂！	n0387m7ae7k	王者排位日志【108】曹操牵制流一根筋带一路！	德古拉Dracula	
王者荣耀德古拉解说：东皇太一初体验！	2017-03-26 00:00:00	27:45	本期德古拉为大家带来体验服英雄东皇太一5V5匹配模式第一视角视频，一场体验下来，虽然艰辛，但是禁不住好玩啊！	x03878vuvvz	王者荣耀德古拉解说：东皇太一初体验！	德古拉Dracula	
王者荣耀德古拉解说：花木兰胡萝卜乱揍三个火枪手！	2017-03-26 00:00:00	12:44	本期德古拉为大家带来热门英雄花木兰5V5匹配模式第一视角视频，全能收割后排噩梦！	p0387sso8jm	王者荣耀德古拉解说：花木兰胡萝卜乱揍三个火枪手！	德古拉Dracula	
王者荣耀德古拉解说：狄仁杰大乱斗扑克狂甩就是浪！	2017-03-26 00:00:00	06:48	本期德古拉为大家带来英雄狄仁杰大乱斗模式第一视角视频，站撸甩扑克狂收人头，人生就要这么放荡不羁！	k0387rbfayk	王者荣耀德古拉解说：狄仁杰大乱斗扑克狂甩就是浪！	德古拉Dracula	
王者荣耀德古拉解说：宫本火焰山一手助攻拿的委屈！	2017-03-26 00:00:00	05:05	本期德古拉为大家带来英雄宫本火焰山模式第一视角视频，这个战士好多助攻，这是辅助吗？	q0387kxfazu	王者荣耀德古拉解说：宫本火焰山一手助攻拿的委屈！	德古拉Dracula	
王者荣耀德古拉解说：快男攻速流后羿19杀秒杀神佛！	2017-03-25 00:00:00	16:25	本期德古拉为大家带来热门英雄后羿5V5匹配模式第一视角视频，神速九箭，遇水秒谁！	d0387559sl7	王者荣耀德古拉解说：快男攻速流后羿19杀秒杀神佛！	德古拉Dracula	
王者排位日志【107】左手李白实力刷大王者局实战！	2017-03-25 00:00:00	13:13	本期德古拉为大家带来王者局李白实战攻略，好久没刷大了，刷刷大招身体好！	m0387qo3by4	王者排位日志【107】左手李白实力刷大王者局实战！	德古拉Dracula	
王者排位日志【106】兰陵王就是要学会阴人！	2017-03-25 00:00:00	15:12	本期德古拉为大家带来王者局兰陵王实战攻略，阴人阴的好，团战输不了！	v038701unyh	王者排位日志【106】兰陵王就是要学会阴人！	德古拉Dracula	
王者荣耀德古拉解说：野王刘备1V3没毛病！	2017-03-25 00:00:00	21:40	本期德古拉为大家带来冷门英雄刘备5V5匹配模式第一视角视频，我能1V3，队友能被对面2V5，这种伤痛你能理解吗！	m0387lr9s94	王者荣耀德古拉解说：野王刘备1V3没毛病！	德古拉Dracula	
王者荣耀德古拉解说：后羿火焰山拼的就是伤害足！	2017-03-24 00:00:00	05:49	本期德古拉为大家带来英雄后羿火焰山模式第一视角视频，伤害高才是硬道理，射日的威力！	r0387j2kwor	王者荣耀德古拉解说：后羿火焰山拼的就是伤害足！	德古拉Dracula	
王者荣耀德古拉解说：花木兰克隆，一锅乱炖秀操作！	2017-03-24 00:00:00	05:42	本期德古拉为大家带来英雄花木兰克隆模式第一视角视频，十个花木兰的战争！	z0387uh1sk2	王者荣耀德古拉解说：花木兰克隆，一锅乱炖秀操作！	德古拉Dracula	
王者荣耀德古拉解说：花木兰大乱斗，三根萝卜闯天下！	2017-03-23 00:00:00	08:52	本期德古拉为大家带来英雄花木兰大乱斗模式第一视角视频，无限猥琐克敌制胜！	v0386f75oxf	王者荣耀德古拉解说：花木兰大乱斗，三根萝卜闯天下！	德古拉Dracula	
王者排位日志【105】新版木兰攻略打法全解析！	2017-03-23 00:00:00	21:16	本期德古拉为大家带来王者局花木兰实战教学攻略，双重形态，手速决定了操作！	r0386mfxmwo	王者排位日志【105】新版木兰攻略打法全解析！	德古拉Dracula	
王者排位日志【103】幽灵船长曹操肉装吸血流的崛起！	2017-03-23 00:00:00	27:18	本期德古拉为大家带来王者局曹操实战攻略，皮糙肉厚能吸血，能打能抗有输出！	t0386o7gqwh	王者排位日志【103】幽灵船长曹操肉装吸血流的崛起！	德古拉Dracula	
王者荣耀德古拉解说：右手露娜18杀浪翻了有木有！	2017-03-22 00:00:00	19:02	本期德古拉为大家带来热门英雄露娜5V5匹配模式第一视角视频，用露娜就是用来秀的，浪的起来才能叫月下无限连！	v038669qiyc	王者荣耀德古拉解说：右手露娜18杀浪翻了有木有！	德古拉Dracula	
王者荣耀德古拉解说：铁血大都督周瑜火攻无敌！	2017-03-22 00:00:00	16:32	本期德古拉为大家带来冷门英雄周瑜5V5匹配模式第一视角视频，火凤凰烧的敌人片甲不留！	w0386j0titw	王者荣耀德古拉解说：铁血大都督周瑜火攻无敌！	德古拉Dracula	
王者荣耀德古拉解说：关羽火焰山推人入坑的艺术！	2017-03-22 00:00:00	05:17	本期德古拉为大家带来英雄关羽火焰山模式第一视角视频，强势推人，一入火坑深似海！	y0386kf4bjo	王者荣耀德古拉解说：关羽火焰山推人入坑的艺术！	德古拉Dracula	
王者荣耀德古拉解说：一命千金橘右京乱斗很坚挺！	2017-03-22 00:00:00	06:33	本期德古拉为大家带来英雄橘右京大乱斗模式第一视角视频，金身不死，从头刚到尾！	y0386iho17o	王者荣耀德古拉解说：一命千金橘右京乱斗很坚挺！	德古拉Dracula	
王者排位日志【103】赵子龙残血反杀就是溜！	2017-03-22 00:00:00	17:05	本期德古拉为大家带来王者局赵云实战攻略，实力反打，残血反杀，这就是子龙！	s03869pyl7k	王者排位日志【103】赵子龙残血反杀就是溜！	德古拉Dracula	
王者荣耀德古拉解说：千古一帝嬴政大赦天下！	2017-03-22 00:00:00	14:45	本期德古拉为大家带来冷门英雄嬴政5V5匹配模式第一视角视频，平A法伤高到离谱，开大收头轻松愉快！	t03869gw06l	王者荣耀德古拉解说：千古一帝嬴政大赦天下！	德古拉Dracula	
王者荣耀德古拉解说：无敌宫本狂暴秒人一套带走！	2017-03-22 00:00:00	12:46	本期德古拉为大家带来冷门英雄貂蝉5V5匹配模式第一视角视频，大招狂暴流，没有打不过只有不敢打！	r0386aeph1z	王者荣耀德古拉解说：无敌宫本狂暴秒人一套带走！	德古拉Dracula	
王者荣耀德古拉解说：不浪不貂蝉，输出依旧恐怖！	2017-03-22 00:00:00	11:23	本期德古拉为大家带来热门英雄貂蝉5V5匹配模式第一视角视频，用了貂蝉就没怂过，上去就是无限秀！	o0386d9lktp	王者荣耀德古拉解说：不浪不貂蝉，输出依旧恐怖！	德古拉Dracula	
王者荣耀德古拉解说：橘右京火焰山依旧切后排！	2017-03-22 00:00:00	05:10	本期德古拉为大家带来英雄橘右京火焰山模式第一视角视频，千山万水取人头，绕后绝学是关键！	q0386hxij76	王者荣耀德古拉解说：橘右京火焰山依旧切后排！	德古拉Dracula	
王者荣耀德古拉解说：杨戬大乱斗三次四杀6分打爆！	2017-03-22 00:00:00	06:19	本期德古拉为大家带来英雄杨戬大乱斗模式第一视角视频，三次四杀无限辉煌！	l03860vvbnp	王者荣耀德古拉解说：杨戬大乱斗三次四杀6分打爆！	德古拉Dracula	
